Dur,SrcAddr,DstAddr,Proto,TotBytes,Sport,Dport,Label,Rand
2.154492,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.373025847
52.245141,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.644849486
59.860501,192.168.137.233,183.36.108.251,TCP,54,55997,80,Botnet,0.270896061
5.066585,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.638851156
22.675558,192.168.137.233,183.36.108.251,TCP,66,56053,80,Botnet,0.863628097
0.42951,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.140792655
7.653672,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.185434616
107.785756,192.168.137.233,183.36.108.251,TCP,74,56134,80,Botnet,0.64065418
174.694836,172.217.163.34,192.168.137.87,TCP,129,443,43350,Normal,0.422889869
12.228793,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.361252328
121.263776,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.158234855
2.085554,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.160201365
7.32661,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.515937809
116.581325,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.133688437
12.71302,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.969699247
228.599154,192.168.137.1,192.168.137.255,NBNS,92,137,137,Normal,0.824366741
11.044631,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.798636989
1.377357,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.451399577
88.383402,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.234151469
5.527377,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.490778772
13.180394,192.168.137.233,183.36.108.251,TCP,74,55947,80,Botnet,0.144537888
117.042405,192.168.137.87,192.229.237.96,TCP,94,44118,443,Normal,0.574606694
60.516476,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.524073042
99.15733,192.168.137.87,183.36.108.251,TCP,74,44044,80,Normal,0.269784735
130.042409,192.168.137.87,104.244.42.130,TLSv1.2,204,50332,443,Normal,0.085579693
12.776835,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.810087253
59.717559,172.217.167.132,192.168.137.87,TCP,66,443,41056,Normal,0.050455147
12.390885,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.152910493
13.707687,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.372270241
2.161392,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.947294002
3.509927,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.26010377
60.322919,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.218644833
10.218918,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639916781
34.039361,192.168.137.233,183.36.108.251,TCP,66,55973,80,Botnet,0.473903342
9.621368,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.150676851
10.314543,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.688290528
13.787975,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.533310996
54.361965,192.168.137.87,172.217.166.97,TLSv1.2,112,55780,443,Normal,0.738519723
9.108158,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.530944328
10.889384,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.897462063
95.376776,192.168.137.233,183.36.108.251,TCP,74,56023,80,Botnet,0.166050643
81.884064,192.168.137.233,183.36.108.251,TCP,66,56014,80,Botnet,0.951892027
5.891051,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.315015595
8.37855,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.162576134
14.229726,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.494689759
60.503892,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.930363311
126.965908,104.244.42.198,192.168.137.87,TCP,1434,443,58299,Normal,0.002831879
1.042532,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.982533207
65.176756,172.217.26.173,192.168.137.233,TCP,66,443,51407,Botnet,0.426721614
78.106082,192.168.137.233,23.20.239.12,TCP,66,52552,80,Botnet,0.878725196
12.251188,192.168.137.87,158.69.127.66,TCP,86,36387,443,Normal,0.976784136
121.050653,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.086294049
9.048282,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.567250109
87.193312,216.58.196.170,192.168.137.87,TLSv1.2,1434,443,34509,Normal,0.259092554
1.495264,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.39626014
10.83153,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.742052306
13.357221,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.181294822
16.874486,183.36.108.251,192.168.137.233,TCP,74,80,55952,Botnet,0.748720452
10.826744,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.973799649
2.127562,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.599519149
6.075912,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.629775176
4.158368,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.726028512
86.581707,192.168.137.87,216.58.196.170,TCP,74,34509,443,Normal,0.748525152
79.008755,183.36.108.251,192.168.137.233,TCP,66,80,56114,Botnet,0.572293413
0.688103,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.721012964
0.753008,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.8233607
14.13219,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.620388971
5.127335,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.550928821
12.369907,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.966696886
13.526074,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141738984
102.496134,192.168.137.87,183.36.108.251,TCP,54,44048,80,Normal,0.712642947
64.868924,183.36.108.251,192.168.137.233,TCP,66,80,56004,Botnet,0.839204244
40.31777,192.168.137.87,172.217.167.132,TLSv1.2,108,40652,443,Normal,0.695851026
3.220379,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.212591077
4.988209,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.934401416
5.710319,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.677345622
13.458645,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.548223022
130.098772,192.168.137.233,203.205.235.113,SSL,286,38508,443,Botnet,0.877928307
116.581441,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.495109501
5.040311,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.609796285
121.917338,104.244.42.198,192.168.137.87,TLSv1.2,104,443,58299,Normal,0.461244977
116.953621,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.941143936
87.778198,183.36.108.251,192.168.137.233,TCP,66,80,56122,Botnet,0.18806668
0.932491,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.809380154
4.068198,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.94503107
12.233571,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.230323037
9.642483,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.614110054
1.959328,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.783767673
111.103169,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.165852314
9.526395,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.76130949
6.2329,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.945878128
97.21143,192.168.137.87,183.36.108.251,TCP,74,44042,80,Normal,0.341520745
1.891013,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.034139941
126.688309,104.244.42.130,192.168.137.87,TLSv1.2,1434,443,50332,Normal,0.605633848
65.966715,183.36.108.251,192.168.137.87,TCP,54,80,44003,Normal,0.383865597
106.138084,183.36.108.251,192.168.137.87,TCP,54,80,44026,Normal,0.797233187
99.980768,183.36.108.251,192.168.137.87,TCP,66,80,44045,Normal,0.646216519
22.850171,192.168.137.233,183.36.108.251,TCP,54,55958,80,Botnet,0.853984195
1.302794,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.060590519
21.020962,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.021080279
14.136075,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.430725054
3.042133,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.754408645
3.603523,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.356729692
6.866806,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.971335198
36.34723,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.129698911
51.143109,172.217.167.132,192.168.137.87,TLSv1.2,213,443,40652,Normal,0.261578064
116.711691,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.943411868
67.033046,192.168.137.233,183.36.108.251,TCP,54,56004,80,Botnet,0.593583385
3.322409,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.921320106
36.686016,192.168.137.87,172.217.167.132,TLSv1.2,112,40652,443,Normal,0.002278574
7.811785,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.190240475
41.95059,103.102.166.224,192.168.137.87,TCP,1434,443,53196,Normal,0.336737004
66.086394,216.58.197.46,192.168.137.233,TCP,66,443,47732,Botnet,0.496754665
8.986992,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.470314642
60.344467,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.692843462
47.484781,192.168.137.87,104.18.8.103,TLSv1.2,134,55856,443,Normal,0.808862211
1.238654,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.287200956
5.376525,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.253614276
12.232746,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.74989584
39.128051,192.168.137.233,23.20.239.12,TCP,66,41117,80,Botnet,0.871806172
8.324371,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.491655546
117.030631,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.457581568
12.501409,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.436225571
7.476101,192.168.137.87,183.36.108.251,TCP,54,50122,80,Normal,0.564226345
4.493175,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.091554556
60.695944,192.168.137.233,172.217.26.173,TCP,94,51407,443,Botnet,0.191777314
4.077727,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.514902839
10.369568,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.365999749
116.953562,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.288609275
29.775388,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.656802935
8.760222,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.937802649
1.039441,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.982169016
42.035794,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.506975961
121.025143,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.42275082
11.096218,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.437211868
13.675289,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.560214238
93.358483,192.168.137.233,183.36.108.251,TCP,66,56020,80,Botnet,0.193644894
80.623143,192.168.137.87,104.31.79.204,TCP,54,53410,443,Normal,0.785975106
4.4957,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.029688182
2.198161,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.113838578
7.377642,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.700821072
60.222522,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.851500619
13.162687,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.154539512
117.028383,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.387903512
65.895672,192.168.137.233,216.58.197.46,TCP,74,47734,443,Botnet,0.227462488
44.195413,183.36.108.251,192.168.137.233,TCP,66,80,55986,Botnet,0.045166654
121.040873,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.96260214
7.351174,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.625726422
4.190475,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.202812943
1.972486,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.89410149
113.956288,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.829235477
14.193907,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.721038764
10.454499,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.952082958
1.97923,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.14786621
0.254129,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.900430507
1.934175,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.409659355
107.832734,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.88237739
4.66894,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.645920182
1.819018,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.862031085
1.241397,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.730375498
10.666632,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.886846242
125.858711,192.168.137.87,183.36.108.251,TCP,54,44073,80,Normal,0.301429384
76.216196,183.36.108.251,192.168.137.233,TCP,54,80,56082,Botnet,0.787227999
7.732573,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.374671945
13.922976,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.566411241
36.68312,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.637532451
121.057612,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.263825052
2.776526,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.777044993
42.649219,192.168.137.87,183.36.108.251,TCP,74,43984,80,Normal,0.1440171
88.040461,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.176891523
52.245448,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.858231682
60.34676,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.265502938
113.585735,192.168.137.233,183.36.108.251,TCP,74,56140,80,Botnet,0.247322704
62.92789,183.36.108.251,192.168.137.233,TCP,74,80,56099,Botnet,0.108294122
3.733915,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.708026668
15.423744,172.217.160.130,192.168.137.87,TLSv1.2,117,443,35137,Normal,0.133442965
2.775422,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.878167382
60.637464,172.217.26.173,192.168.137.233,TCP,1434,443,51407,Botnet,0.985987581
52.102711,192.168.137.233,183.36.108.251,TCP,54,55994,80,Botnet,0.936044756
115.41063,172.217.167.132,192.168.137.87,TCP,112,443,40652,Normal,0.336072179
85.944667,104.19.214.24,192.168.137.87,TCP,54,443,33422,Normal,0.778409068
113.472426,172.217.167.132,192.168.137.87,TCP,1434,443,40652,Normal,0.598446446
11.111884,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.545209483
3.01877,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.24978876
10.398261,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.328312586
109.176482,192.168.137.233,183.36.108.251,TCP,74,56137,80,Botnet,0.9672575
63.320915,172.217.163.194,192.168.137.233,TLSv1.2,1138,443,42062,Botnet,0.129151177
5.473785,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.648499279
0.083605,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.627940958
65.815662,192.168.137.233,216.58.197.46,TCP,74,47732,443,Botnet,0.390159018
10.172922,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.789891784
13.186354,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.869492196
9.517485,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.937759411
104.168578,192.168.137.233,23.20.239.12,TCP,66,49952,80,Botnet,0.868116233
4.799868,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.746986712
116.888644,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.806457313
42.152158,103.102.166.240,192.168.137.87,TLSv1.2,122,443,48261,Normal,0.128440773
34.936623,172.217.167.132,192.168.137.87,TCP,66,443,40652,Normal,0.990837915
77.112732,183.36.108.251,192.168.137.87,HTTP,1095,80,44019,Normal,0.785411595
0.116998,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.150107954
6.080792,192.168.137.233,183.36.108.251,TCP,54,55939,80,Botnet,0.612554047
39.348938,216.58.200.142,192.168.137.87,TLSv1.2,1434,443,41469,Normal,0.790828974
9.138806,192.168.137.87,158.69.127.66,TCP,86,36387,443,Normal,0.426246356
41.350699,192.168.137.233,183.36.108.251,TCP,54,55980,80,Botnet,0.034062847
49.094527,103.102.166.224,192.168.137.87,TLSv1.2,370,443,53196,Normal,0.317377622
83.421531,192.168.137.233,183.36.108.251,TCP,54,55997,80,Botnet,0.554196863
56.51104,192.168.137.233,183.36.108.251,TCP,74,55998,80,Botnet,0.042848073
41.302487,172.217.167.132,192.168.137.87,TLSv1.2,139,443,40652,Normal,0.143290948
3.399801,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.767619571
12.073327,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.358432452
110.784464,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.604116508
60.982865,192.168.137.233,183.36.108.251,TCP,54,56097,80,Botnet,0.030363992
11.951004,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.40717459
23.198615,192.168.137.233,183.36.108.251,TCP,74,56056,80,Botnet,0.736123264
55.742367,172.217.167.132,192.168.137.87,TLSv1.2,168,443,40652,Normal,0.823711132
10.246449,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.19661381
6.040917,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.370714824
2.109302,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.232973916
18.677392,31.13.79.18,192.168.137.233,TCP,66,443,44363,Botnet,0.397063457
12.221906,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.549266745
13.826735,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.35812007
41.984133,103.102.166.224,192.168.137.87,TLSv1.2,1434,443,53196,Normal,0.993477252
1.995497,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.879479396
0.694825,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.310143835
10.326519,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.230618179
48.630938,192.168.137.233,183.36.108.251,TCP,54,55991,80,Botnet,0.69821482
66.128551,192.168.137.233,216.58.197.46,TCP,66,47733,443,Botnet,0.227856168
10.509177,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.422054609
109.78192,216.58.200.142,192.168.137.87,TLSv1.2,200,443,41469,Normal,0.790954746
0.849385,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.212232412
65.856671,192.168.137.87,183.36.108.251,TCP,54,43990,80,Normal,0.899591728
8.299438,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.911286651
5.226739,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.024736377
78.358036,104.18.2.32,192.168.137.87,TLSv1.2,85,443,37420,Normal,0.666080169
4.958809,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.499745063
0.439707,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.261367296
121.487458,192.168.137.87,104.244.42.130,TLSv1.2,274,50331,443,Normal,0.790475549
117.028447,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.529207631
5.622072,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.186047787
2.873094,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.735002455
7.194037,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.101282107
1.077152,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.921217642
13.946841,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.937154901
12.096515,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.389212542
13.749941,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.393832092
2.406354,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.641542498
13.63129,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.48520372
7.589791,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.253420315
9.772435,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.309135067
95.626804,192.168.137.233,157.240.25.20,TCP,66,35903,443,Botnet,0.780600113
121.578388,192.229.237.96,192.168.137.87,TCP,1434,443,44128,Normal,0.435859649
3.211305,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.106783389
6.104975,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.958517988
0.477064,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.425977483
8.343846,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.646742636
116.80324,192.168.137.87,192.229.237.96,TCP,66,44118,443,Normal,0.839762668
76.796822,192.168.137.233,183.36.108.251,TCP,74,56012,80,Botnet,0.792774948
2.058436,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.31764389
5.608785,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.48094358
126.413249,104.244.42.65,192.168.137.87,TCP,66,443,41400,Normal,0.115160761
6.03736,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.163323892
7.208525,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.166121621
1.942348,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.177660095
87.447925,172.217.26.173,192.168.137.87,TCP,334,443,47516,Normal,0.826150802
39.015848,192.168.137.233,183.36.108.251,TCP,54,56078,80,Botnet,0.491991926
201.435263,216.58.196.170,192.168.137.87,TCP,66,443,47195,Normal,0.526254284
7.282091,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.258976884
8.235486,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.835923551
3.125422,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.502958775
13.035498,192.168.137.233,23.20.239.12,TCP,66,41117,80,Botnet,0.087205086
13.657805,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.599686651
113.309759,192.168.137.87,172.217.167.132,TCP,94,40652,443,Normal,0.721028075
2.672395,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.518531917
0.018949,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.72280877
9.642392,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639888198
116.87901,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.399204372
68.369362,183.36.108.251,192.168.137.233,HTTP,1095,80,56104,Botnet,0.374827281
5.646889,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.70601869
12.401747,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.045340196
86.210116,104.19.214.24,192.168.137.87,TLSv1.2,85,443,33426,Normal,0.11681612
5.07043,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.5609317
66.518448,192.168.137.87,183.36.108.251,TCP,66,44005,80,Normal,0.485588694
116.781866,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.402523825
7.838128,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.019175744
50.371331,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.82255663
12.329123,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.255480648
2.820554,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.400716232
121.32623,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.867118315
2.735906,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.361154164
4.115361,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.097113469
38.741465,183.36.108.251,192.168.137.87,HTTP,1095,80,43974,Normal,0.647971514
67.836582,192.168.137.87,183.36.108.251,TCP,54,44004,80,Normal,0.551157157
122.019145,192.168.137.87,104.244.42.130,TCP,66,50332,443,Normal,0.832997363
2.10695,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.914741138
0.817581,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.565283354
63.930956,192.168.137.233,183.36.108.251,TCP,66,56101,80,Botnet,0.707251134
27.646187,192.168.137.233,23.20.239.12,TCP,66,54290,80,Botnet,0.492655878
10.40574,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.004182454
60.07899,192.168.137.233,172.217.163.202,TCP,86,45039,443,Botnet,0.675292862
1.252345,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.293411132
121.466117,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.562299045
0.730334,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.033676371
12.48726,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.179312226
2.282366,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.796845321
116.804692,192.168.137.87,192.229.237.96,TCP,66,44118,443,Normal,0.053975542
10.652666,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.092543373
42.193023,192.168.137.87,103.102.166.240,TCP,78,48261,443,Normal,0.347884552
2.206384,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.763262811
13.2605,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.639835005
4.252352,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.254259621
9.000881,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.694042248
35.210479,192.168.137.233,35.201.97.85,TCP,102,46954,443,Botnet,0.112611964
7.12093,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.487608672
49.437692,192.168.137.87,183.36.108.251,TCP,74,43992,80,Normal,0.044958999
10.2246,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.995224254
0.955393,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.779993242
3.5086,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.373031974
12.674341,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.565960473
66.481257,216.58.197.46,192.168.137.233,TLSv1.2,100,443,47733,Botnet,0.535947513
108.799273,192.168.137.87,172.217.167.132,TLSv1.2,112,40652,443,Normal,0.374899835
8.764735,192.168.137.233,183.36.108.251,TCP,54,55942,80,Botnet,0.37990885
60.368077,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.125723494
93.772281,192.168.137.87,216.58.197.46,TCP,66,35897,443,Normal,0.589052307
13.777597,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.792150691
